"ID","Sire","Dam"
"5701","5062","4478"
"5702","5062","4478"
"2448","5207","2675"
"4685","3446","4473"
"4687","4476","4473"
"5272","4161","98"
"1916","3352",NA
"2637","3352","1659"
"1929","2896","4774"
"3358","4038","4842"
"3957","5183","3423"
"2264","2899","1924"
"1955","2896","4302"
"855","4038","5134"
"1702","4038","2038"
"4011","4038","5135"
"5155","4038","2991"
"2555","4036","2565"
"4293","5224","2393"
"4316","573","4778"
"5318","3570","3582"
"767","573","4295"
"775","4168","4295"
"802","573","330"
"1025","573","4311"
"4788","455","2995"
"2350",NA,"3030"
"2352",NA,"3030"
"2355",NA,"3030"
"4588",NA,"4264"
"5564",NA,"5381"
"699","5421","237"
"2351","5421","3030"
"2598","1706","3038"
"2841","2599","4015"
"3475","272","36"
"4736","498","4261"
"5340","157","5309"
"5342","5725","5309"
"703","4869","3769"
"705","4773","3769"
"706","4773","3769"
"707","4773","3769"
"708","4773","3769"
"817","3857","5380"
"2307","2896","801"
"2347","5050","3030"
"2349","5745","3030"
"3474","625","36"
"3670","2896","4159"
"4001","2612","2569"
"4539","4141","4258"
"4743","2896","4261"
"5368","2896","1953"
"5369","2896","1953"
"83","5573","3677"
"270","5573","4113"
"274","1922","3212"
"562","4313","5313"
"709","1922","3769"
"2346","4367","3030"
"2353","3477","3030"
"2845","5573","3490"
"4173","5573","917"
"4174","5573","917"
"5341","4313","5309"
"5343","1922","5309"
"5370","5573","1953"
"144","2813","2479"
"550","2813","2538"
"560","4692","5313"
"819","4906","5380"
"3476","4408","36"
"3877","2289","3032"
"3879","52","3032"
"4576","1681","2288"
"4935","1740","4786"
"5408","174","602"
"5558","196","5381"
"5559","2830","5381"
"275","5077","3212"
"821","5036","5380"
"1853","4810","987"
"1948","573","797"
"1956","3450","4302"
"2843","455","3490"
"2844","5077","3490"
"4537","443","4258"
"4538","5512","4258"
"4540","5512","4258"
"4612","1681","2144"
"4737","4242","4261"
"4739","4384","4261"
"4740","4384","4261"
"4741","4384","4261"
"5158","1696","2991"
"5407","2140","602"
"5561","5512","5381"
"5562","1967","5381"
"1901","1696","4013"
"1905","4586","4013"
"2356","4586","3030"
"2358","2472","3030"
"2367","1681","4599"
"3087","2491","3072"
"3223","1696","3336"
"3227","4586","3336"
"4213","3702","4218"
"4738","3446","4261"
"4742","3757","4261"
"5345","5207","3215"
"3554",NA,"4475"
"4690",NA,"3990"
"5278",NA,"3254"
"5366",NA,"4862"
"85","5725","1804"
"155","542","1047"
"229","32","3253"
"231","32","3253"
"232","32","3253"
"656","5421","3340"
"658","452","3340"
"688","2899","711"
"690","2599","711"
"1977","5725","147"
"2004","2899","3086"
"2932","5725","145"
"3122","3022","3233"
"3307","5725","4147"
"3391","5725","2365"
"3556","5725","4475"
"4192","4714","4149"
"5276","32","3254"
"5282","3022","3254"
"5534","157","4591"
"228","4876","3253"
"654","2764","3340"
"1975","2668","3257"
"2285","5050","2247"
"2286","5050","2247"
"3558","2896","4475"
"3592","2668","161"
"5277","3464","3254"
"5536","4773","4591"
"5538","4773","4591"
"151","2229","1047"
"422","5573","2366"
"655","4870","3340"
"657","3477","3340"
"1978","1922","147"
"2714","5573","4148"
"2715","5573","4148"
"2933","959","145"
"3308","5573","4147"
"3309","5573","4147"
"3392","5573","2365"
"3548","3444","4475"
"3591","5573","161"
"4017","5573","2669"
"4032","5573","4381"
"4034","5573","4381"
"4629","5573","5453"
"4816","5573","4169"
"5537","1922","4591"
"150","2289","1047"
"2578","2241","2250"
"3384","2836","846"
"3547","52","4475"
"3551","52","4475"
"3555","4632","4475"
"156","2883","1047"
"233","5128","3253"
"686","4242","711"
"1974","5128","3257"
"2005","4384","3086"
"2006","5361","3086"
"2716","5077","4148"
"3221","5157","3989"
"3549","4810","4475"
"3550","573","4475"
"3552","4242","4475"
"3557","4384","4475"
"4683","573","4473"
"230","5146","3253"
"234","4262","3253"
"1008","2491","5025"
"2003","2515","3086"
"2449","3761","2675"
"3120","2515","3233"
"3553","3446","4475"
"4628","3702","5453"
"5271","3450","98"
"5280","5207","3254"
"5281","3761","3254"
"5535","1681","4591"
"62",NA,"4098"
"557",NA,"5733"
"1816",NA,"741"
"1817",NA,"741"
"1991",NA,"2917"
"2320",NA,"740"
"4065",NA,"1002"
"4730",NA,"696"
"5696",NA,"5699"
"63","3022","4098"
"285","4498","694"
"307","4498","2425"
"1065","1687","107"
"1769","5421","4680"
"1815","3373","741"
"1992","5725","2916"
"1994","1724","2916"
"2000","4498","1001"
"2908","5725","3699"
"3071","1700","574"
"4068","5725","1002"
"4508","540","1006"
"5147","32","3351"
"5148","32","3351"
"5490","5725","4681"
"58","3464","4098"
"60","3464","4098"
"379","2896","697"
"1068","2896","107"
"1766","4869","3471"
"1998","2764","1001"
"2907","994","737"
"3070","5050","574"
"3171","2240","738"
"3814","1917","3569"
"4064","4869","1002"
"4105","5745","1000"
"4493","4052","4243"
"287","5573","694"
"1064","959","107"
"1770","959","4680"
"1773","4870","4680"
"1997","959","1001"
"4069","5573","1002"
"4510","5573","1006"
"5487","959","4681"
"5694","3858","5699"
"830","5224","4677"
"2547","4692","3571"
"4066","4692","1002"
"5151","3570","3351"
"56","2140","4098"
"61","2674","4098"
"283","2883","694"
"305","4242","2425"
"306","2883","2425"
"831","573","4677"
"832","4242","4677"
"1067","5077","107"
"1767","4242","3471"
"1999","4242","1001"
"2001","455","1001"
"2321","1743","740"
"2627","5077","2915"
"2903","5062","737"
"2904","5062","737"
"2905","3856","737"
"3813","5512","3569"
"4106","4242","1000"
"5153","1668","3351"
"5488","4384","4681"
"5489","5077","4681"
"5695","2660","5699"
"59","2242","4098"
"1821","5207","3354"
"2581","3757","4686"
"2626","551","2915"
"3815","3446","3569"
"4067","2491","1002"
"279","1745","4576"
"1120","2347","3445"
"3806","2637","5387"
"4448","959","4316"
"1181","5155","2996"
"2159","1702","3809"
"4449","1668","4316"
"4452","4384","4316"
"725","157","2555"
"1814","1817","4012"
"3147","5725","4011"
"408","2764","855"
"730","3464","2555"
"3143","5050","4011"
"276","2637","3212"
"563","2637","5313"
"729","4439","2555"
"3145","4870","4011"
"3148","5573","4011"
"3229","2349","3336"
"3299","2349","4434"
"4335","5573","4293"
"4336","5573","4293"
"5041","2349","4435"
"728","3570","2555"
"732","2836","2555"
"971","1702","5208"
"3297","5155","4434"
"4150","5155","3489"
"4153","5155","3489"
"4171","5155","917"
"726","2140","2555"
"727","2674","2555"
"3144","4242","4011"
"3146","2883","4011"
"3149","2578","4011"
"4450","4476","4316"
"423","3549","1843"
"975","1853","2485"
"5588",NA,"2350"
"944","2599","2352"
"945","1724","2352"
"4240","5725","5561"
"4640","1666","550"
"4643","3022","550"
"5590","2599","3223"
"2595","4773","5407"
"2596","4773","5407"
"3157","844","5340"
"3158","2473","5340"
"172","5573","2355"
"2597","5573","5407"
"2934","2637","145"
"3545","2637","705"
"4733","5573","4736"
"4756","742","817"
"5539","2637","4591"
"941","5155","5739"
"2415","5155","3296"
"4033","5155","4381"
"4238","4692","5561"
"4239","5359","5561"
"4627","5155","5453"
"4639","3570","550"
"5735","5155","5452"
"4237","2140","5561"
"4642","2674","550"
"4757","5062","817"
"5290","4384","4738"
"942","4586","2352"
"943","831","2352"
"4641","2515","550"
"5589","4586","3223"
"2686",NA,"155"
"77","3022","5277"
"2643","3022","229"
"2862","3022","230"
"4089","2899","3551"
"4091","1670","3551"
"4090","2896","3551"
"4092","2896","3551"
"4668","4773","5534"
"4669","4773","5534"
"5747","2896","3553"
"286","2349","694"
"308","2349","2425"
"556","2349","5733"
"835","2349","4677"
"836","2637","4677"
"1774","2349","4680"
"2340","2349","4626"
"2642","4439","229"
"2919","4439","231"
"4509","2349","1006"
"4670","2637","5534"
"4729","2349","696"
"5577","5573","2932"
"833","5155","4677"
"1772","5155","4680"
"1993","5155","2916"
"2339","5155","4626"
"2920","2836","231"
"3729","2836","232"
"5724","52","3547"
"76","2674","5277"
"2640","2140","229"
"2641","5128","229"
"2860","5128","230"
"5746","4384","3553"
"5748","5361","3553"
"2861","5207","230"
"4088","4476","3551"
"5491","2844","4681"
"5716","3757","3554"
"2149",NA,"1999"
"2151",NA,"1999"
"2468",NA,"2904"
"12","1672","2320"
"463","542","5694"
"464","5421","5694"
"465","4498","5694"
"470","452","5694"
"2150","2599","1999"
"2465","452","2904"
"2708","1699","832"
"2761","5725","5487"
"2762","1692","5487"
"4133","1682","1816"
"5541","1700","2905"
"2463","5050","2904"
"208","1922","58"
"760","2349","1769"
"2469","1916","2904"
"466","2241","5694"
"468","4632","5694"
"877","2241","830"
"878","5155","830"
"2148","2241","1999"
"467","5077","5694"
"469","4384","5694"
"2606","455","5148"
"2775","5077","5488"
"471","3757","5694"
"761","2472","1769"
"4453","833","4316"
"1243","3022","1120"
"70","2637","1181"
"3937","2640","1012"
"3947","2599","3146"
"565","5573","3145"
"2360","2349","3144"
"3946","2349","3146"
"2361","4586","3144"
"4848","2242","726"
"416","959","4757"
"418","4242","4757"
"734","5573","466"
"439","540","416"
"438","5077","416"
